Item1,Item2,Item3,Item4,Item5,Item6
"8,036,493","8,036,493",0,0,0,CD
bi,bi,0,0,0,NNP
detailed,detail,0,1,0,JJ
description,description,0,1,0,NN
a.,a.,0,2,0,NNP
introduction,introduction,0,2,0,NNP
description,description,0,3,0,NN
enable,enable,0,3,0,VB
person,person,0,3,0,NN
skilled,skilled,0,3,0,JJ
art,art,0,3,0,NN
provided,provide,0,3,0,VBN
context,context,0,3,0,NN
application,application,0,3,0,NN
requirements,requirement,0,3,0,NNS
modifications,modification,0,3,1,NNS
disclosed,disclose,0,3,1,VBN
embodiments,embodiment,0,3,1,NNS
will,will,0,3,1,MD
apparent,apparent,0,3,1,JJ
skilled,skilled,0,3,1,JJ
art,art,0,3,1,NN
general,general,0,3,1,JJ
principles,principle,0,3,1,NNS
defined,define,0,3,1,VBN
applied,apply,0,3,1,VBN
embodiments,embodiment,0,3,1,NNS
applications,application,0,3,1,NNS
departing,depart,0,3,1,VBG
spirit,spirit,0,3,1,NN
scope,scope,0,3,1,NN
intended,intend,0,3,2,VBN
limited,limit,0,3,2,VBN
embodiments,embodiment,0,3,2,NNS
accorded,accord,0,3,2,VBN
widest,wide,0,3,2,JJS
scope,scope,0,3,2,NN
consistent,consistent,0,3,2,JJ
principles,principle,0,3,2,NNS
features,feature,0,3,2,NNS
disclosed,disclose,0,3,2,VBD
operated,operate,0,3,3,VBN
computer,computer,0,3,3,NN
program,program,0,3,3,NN
installed,install,0,3,3,VBN
download,download,0,3,3,JJ
computer,computer,0,3,3,NN
website,website,0,3,3,JJ
system,system,0,3,3,NN
appreciated,appreciate,0,3,4,VBN
description,description,0,3,4,NN
downloading,download,0,3,4,VBG
searching,search,0,3,4,VBG
managing,manage,0,3,4,VBG
electronic,electronic,0,3,4,JJ
patent,patent,0,3,4,NN
files,file,0,3,4,NNS
utilized,utilize,0,3,4,VBN
downloading,download,0,3,4,NN
searching,search,0,3,4,VBG
managing,manage,0,3,4,VBG
electronic,electronic,0,3,4,JJ
trademark,trademark,0,3,4,NN
files,file,0,3,4,NNS
hie,hie,0,4,0,NN
data,data,0,4,0,NNS
structures,structure,0,4,0,NNS
code,code,0,4,0,NN
described,describe,0,4,0,VBN
detailed,detail,0,4,0,JJ
description,description,0,4,0,NN
typically,typically,0,4,0,RB
stored,store,0,4,0,VBN
computer,computer,0,4,0,NN
readable,readable,0,4,0,JJ
storage,storage,0,4,0,NN
medium,medium,0,4,0,NN
device,device,0,4,0,NN
medium,medium,0,4,0,NN
store,store,0,4,0,VB
code,code,0,4,0,NN
and/or,and/or,0,4,0,CC
data,data,0,4,0,NNS
computer,computer,0,4,0,NN
system,system,0,4,0,NN
includes,include,0,4,1,VBZ
limited,limit,0,4,1,JJ
magnetic,magnetic,0,4,1,JJ
optical,optical,0,4,1,JJ
storage,storage,0,4,1,NN
devices,device,0,4,1,NNS
disk,disk,0,4,1,NN
drives,drive,0,4,1,NNS
magnetic,magnetic,0,4,1,JJ
tape,tape,0,4,1,NN
cds,cd,0,4,1,NNS
compact,compact,0,4,1,JJ
discs,disc,0,4,1,NNS
dvds,dvd,0,4,1,NNS
digital,digital,0,4,1,JJ
video,video,0,4,1,NN
discs,disc,0,4,1,NNS
computer,computer,0,4,1,NN
instruction,instruction,0,4,1,NN
signals,signal,0,4,1,NNS
embodied,embody,0,4,1,VBN
transmission,transmission,0,4,1,NN
medium,medium,0,4,1,NN
carrier,carrier,0,4,1,NN
wave,wave,0,4,1,NN
signals,signal,0,4,1,NNS
modulated,modulate,0,4,1,VBN
example,example,0,4,2,NN
transmission,transmission,0,4,2,NN
medium,medium,0,4,2,NN
include,include,0,4,2,VB
communications,communications,0,4,2,NNS
network,network,0,4,2,NN
internet,internet,0,4,2,NNP
b.,b.,0,5,0,NNP
exemplary,exemplary,0,5,0,NNP
global,global,0,5,0,NNP
computer,computer,0,5,0,NNP
network,network,0,5,0,NNP
global,global,0,6,0,JJ
computer,computer,0,6,0,NN
network,network,0,6,0,NN
internet,internet,0,6,0,NNP
exemplary,exemplary,0,6,0,JJ
communications,communications,0,6,0,NNS
network,network,0,6,0,NN
rhe,rhe,0,6,0,NN
internet,internet,0,6,0,NNP
basically,basically,0,6,0,RB
comprised,comprise,0,6,0,VBN
global,global,0,6,0,JJ
computer,computer,0,6,0,NN
network,network,0,6,0,NN
plurality,plurality,0,6,1,NN
computer,computer,0,6,1,NN
systems,system,0,6,1,NNS
communication,communication,0,6,1,NN
global,global,0,6,1,JJ
computer,computer,0,6,1,NN
network,network,0,6,1,NN
transmit,transmit,0,6,1,VB
types,type,0,6,1,NNS
data,data,0,6,1,NNS
communications,communications,0,6,2,NNS
computer,computer,0,6,2,NN
systems,system,0,6,2,NNS
accomplished,accomplish,0,6,2,VBN
methods,method,0,6,2,NNS
limited,limit,0,6,2,VBN
wireless,wireless,0,6,2,NN
ethernet,ethernet,0,6,2,NNP
cable,cable,0,6,2,NN
direct,direct,0,6,2,JJ
connection,connection,0,6,2,NN
telephone,telephone,0,6,2,NN
satellite,satellite,0,6,2,NN
web,web,0,6,3,NN
servers,server,0,6,3,NNS
typically,typically,0,6,3,RB
provide,provide,0,6,3,VBP
data,data,0,6,3,NNS
computer,computer,0,6,3,NN
systems,system,0,6,3,NNS
connected,connect,0,6,3,VBN
internet,internet,0,6,3,NNP
utilized,utilize,0,7,0,VBN
global,global,0,7,0,JJ
computer,computer,0,7,0,NN
networks,network,0,7,0,NNS
local,local,0,7,0,JJ
area,area,0,7,0,NN
networks,network,0,7,0,NNS
lan,lan,0,7,0,NNP
wide,wide,0,7,0,JJ
area,area,0,7,0,NN
networks,network,0,7,0,NNS
wan,wan,0,7,0,NNP
campus,campus,0,7,0,NN
area,area,0,7,0,NN
networks,network,0,7,0,NNS
metropolitan-area,metropolitan-area,0,7,0,JJ
networks,network,0,7,0,NNS
man,man,0,7,0,NNP
area,area,0,7,0,NN
networks,network,0,7,0,NNS
han,han,0,7,0,NNP
protocols,protocol,0,7,1,NNS
utilized,utilize,0,7,1,VBN
electronic,electronic,0,7,1,JJ
devices,device,0,7,1,NNS
communications,communications,0,7,1,NNS
limited,limit,0,7,1,VBN
http,http,0,7,1,NNP
smtp,smtp,0,7,1,NNP
ftp,ftp,0,7,1,NNP
wap,wap,0,7,1,NNP
wireless,wireless,0,7,1,NNP
application,application,0,7,1,NNP
protocol,protocol,0,7,1,NNP
implemented,implement,0,7,2,VBN
wireless,wireless,0,7,2,JJ
networks,network,0,7,2,NNS
limited,limit,0,7,2,VBN
cdpd,cdp,0,7,2,NNP
cdma,cdma,0,7,2,NNP
gsm,gsm,0,7,2,NNP
pdc,pdc,0,7,2,NNP
phs,ph,0,7,2,NNP
tdma,tdma,0,7,2,NNP
flex,flex,0,7,2,NNP
reflex,reflex,0,7,2,NNP
iden,iden,0,7,2,NNP
tetra,tetra,0,7,2,NNP
dect,dect,0,7,2,NNP
datatac,datatac,0,7,2,NNP
mobitex,mobitex,0,7,2,NNP
utilized,utilize,0,7,3,VBN
online,online,0,7,3,JJ
services,service,0,7,3,NNS
internet,internet,0,7,3,NN
service,service,0,7,3,NN
providers,provider,0,7,3,NNS
america,america,0,7,3,NNP
online,online,0,7,3,NNP
aol,aol,0,7,3,NNP
compuserve,compuserve,0,7,3,NNP
webtv,webtv,0,7,3,NNP
msn,msn,0,7,3,NNP
internet,internet,0,7,3,NNP
services,service,0,7,3,NNS
preferably,preferably,0,7,4,RB
utilizes,utilize,0,7,4,VBZ
internet,internet,0,7,4,NNP
transmitting,transmit,0,7,4,VBG
data,data,0,7,4,NNS
appreciated,appreciate,0,7,4,VBN
future,future,0,7,4,JJ
technologies,technology,0,7,4,NNS
created,create,0,7,4,VBN
aspects,aspect,0,7,4,NNS
practiced,practice,0,7,4,VBN
improved,improve,0,7,4,VBN
technologies,technology,0,7,4,NNS
computer,computer,0,8,0,NN
web,web,0,8,0,NN
server,server,0,8,0,NN
provide,provide,0,8,0,VBP
analyzed,analyze,0,8,0,VBN
patent,patent,0,8,0,NN
data,data,0,8,0,NNS
implemented,implement,0,8,1,VBN
government,government,0,8,1,NN
patent,patent,0,8,1,NN
office,office,0,8,1,NN
patent,patent,0,8,1,NN
document,document,0,8,1,NN
scanned,scan,0,8,1,VBN
system,system,0,8,1,NN
patent,patent,0,8,1,NN
applicant,applicant,0,8,1,NN
filing,file,0,8,1,VBG
electronic,electronic,0,8,1,JJ
patent,patent,0,8,1,NN
applications,application,0,8,1,NNS
ensure,ensure,0,8,1,VB
figures,figure,0,8,1,NNS
original,original,0,8,1,JJ
orientation,orientation,0,8,1,NN
text,text,0,8,1,NN
readable,readable,0,8,1,JJ
horizontal,horizontal,0,8,1,JJ
state,state,0,8,1,NN
c.,c.,0,9,0,NNP
patent,patent,0,9,0,NNP
documents,document,0,9,0,NNS
patent,patent,0,10,0,NN
documents,document,0,10,0,NNS
comprised,comprise,0,10,0,VBN
documents,document,0,10,0,NNS
including,include,0,10,0,VBG
limited,limit,0,10,0,VBN
non-filed,non-file,0,10,0,JJ
patent,patent,0,10,0,NN
applications,application,0,10,0,NNS
filed,file,0,10,0,VBD
patent,patent,0,10,0,NN
applications,application,0,10,0,NNS
published,publish,0,10,0,VBN
patent,patent,0,10,0,NN
applications,application,0,10,0,NNS
granted,grant,0,10,0,VBN
patents,patent,0,10,0,NNS
patent,patent,0,10,0,NN
certificates,certificate,0,10,0,NNS
patent,patent,0,10,0,NN
file,file,0,10,0,NN
wrappers,wrapper,0,10,0,NNS
downloading,download,0,10,1,VBG
patent,patent,0,10,1,NN
files,file,0,10,1,NNS
image,image,0,10,1,NN
and/or,and/or,0,10,1,CC
text,text,0,10,1,NN
patent,patent,0,10,1,NN
websites,website,0,10,1,NNS
www.uspto.gov,www.uspto.gov,0,10,1,FW
ep.espacenet.com,ep.espacenet.com,0,10,1,FW
global,global,0,10,1,JJ
computer,computer,0,10,1,NN
network,network,0,10,1,NN
well,well,0,10,1,RB
art,art,0,10,1,NN
patent,patent,0,10,2,NN
files,file,0,10,2,VBZ
comprised,comprise,0,10,2,VBN
issued,issue,0,10,2,JJ
patents,patent,0,10,2,NNS
published,publish,0,10,2,VBN
applications,application,0,10,2,NNS
patent,patent,0,10,2,NN
data,data,0,10,2,NNS
software,software,0,10,3,NN
programs,program,0,10,3,NNS
paten-thunter,paten-thunter,0,10,3,NN
sold,sell,0,10,3,VBN
patentwizard,patentwizard,0,10,3,NNP
llc,llc,0,10,3,NNP
websites,website,0,10,3,NNS
currently,currently,0,10,3,RB
allow,allow,0,10,3,VBP
downloading,download,0,10,3,NN
patent,patent,0,10,3,NN
files,file,0,10,3,NNS
patent,patent,0,10,3,NN
websites,website,0,10,3,NNS
patent,patent,0,11,0,NN
documents,document,0,11,0,NNS
computer,computer,0,11,0,NN
readable,readable,0,11,0,JJ
file,file,0,11,0,NN
format,format,0,11,0,NN
directly,directly,0,11,0,RB
computer,computer,0,11,0,NN
downloading,download,0,11,0,VBG
global,global,0,11,0,JJ
computer,computer,0,11,0,NN
network,network,0,11,0,NN
example,example,0,11,1,NN
user,user,0,11,1,NN
analyze,analyze,0,11,1,VB
text,text,0,11,1,NN
microsoft,microsoft,0,11,1,NNP
word,word,0,11,1,NNP
document,document,0,11,1,NN
patent,patent,0,11,1,NN
application,application,0,11,1,NN
html,html,0,11,1,NNP
file,file,0,11,1,NN
downloaded,download,0,11,1,VBD
global,global,0,11,1,JJ
computer,computer,0,11,1,NN
network,network,0,11,1,NN
file,file,0,11,2,NN
formats,format,0,11,2,NNS
analyzed,analyze,0,11,2,VBN
c.,c.,0,12,0,NNP
figure,figure,0,12,0,NNP
correction,correction,0,12,0,NNP
patent,patent,0,12,0,NNP
documents,document,0,12,0,NNS
i.,i.,0,13,0,NN
patent,patent,0,13,0,NN
documents,document,0,13,0,NNS
patent,patent,0,14,0,NN
document,document,0,14,0,NN
typically,typically,0,14,0,RB
stored,store,0,14,0,VBN
web,web,0,14,0,NN
server,server,0,14,0,NN
user,user,0,14,0,NN
computer,computer,0,14,0,NN
image,image,0,14,0,NN
file,file,0,14,0,NN
format,format,0,14,0,NN
limited,limit,0,14,0,VBN
pdf,pdf,0,14,0,NNP
portable,portable,0,14,0,NNP
document,document,0,14,0,NNP
format,format,0,14,0,NNP
tiff,tiff,0,14,0,NNP
tagged,tag,0,14,0,VBN
image,image,0,14,0,NN
file,file,0,14,0,NNP
format,format,0,14,0,NNP
rhe,rhe,0,14,0,NN
patent,patent,0,14,0,NN
document,document,0,14,0,NN
viewed,view,0,14,0,VBN
electronically,electronically,0,14,0,RB
conventional,conventional,0,14,0,JJ
image,image,0,14,0,NN
viewer,viewer,0,14,0,NN
adobe,adobe,0,14,0,NNP
acrobat,acrobat,0,14,0,NNP
patent,patent,0,14,1,NN
documents,document,0,14,1,NNS
include,include,0,14,1,VBP
figures,figure,0,14,1,NNS
drawn,draw,0,14,1,VBN
landscape,landscape,0,14,1,NN
position,position,0,14,1,NN
images,image,0,14,1,NNS
displayed,display,0,14,1,VBN
manner,manner,0,14,1,NN
rotated,rotate,0,14,1,VBN
counter-clockwise,counter-clockwise,0,14,1,JJ
90,90,0,14,1,CD
degrees,degree,0,14,1,NNS
difficult,difficult,0,14,1,JJ
review,review,0,14,1,VB
figure,figure,0,14,1,NN
electronically,electronically,0,14,1,RB
addition,addition,0,14,2,NN
patent,patent,0,14,2,NN
document,document,0,14,2,NN
printed,print,0,14,2,VBN
figures,figure,0,14,2,NNS
printed,print,0,14,2,VBN
landscape,landscape,0,14,2,NN
position,position,0,14,2,NN
difficult,difficult,0,14,2,JJ
review,review,0,14,2,VB
patent,patent,0,14,2,NN
figures,figure,0,14,2,NNS
patent,patent,0,14,2,NN
example,example,0,15,0,NN
u.s.,u.s.,0,15,0,NNP
pat,pat,0,15,0,NNP
"6,545,666","6,545,666",0,15,0,CD
landscape,landscape,0,15,0,NN
orientation,orientation,0,15,0,NN
regular,regular,0,15,0,JJ
portrait,portrait,0,15,0,NN
orientation,orientation,0,15,0,NN
"1,3-5","1,3-5",0,15,1,CD
",7",",7",0,15,1,CD
-11,-11,0,15,1,CD
u.s.,u.s.,0,15,1,NNP
pat,pat,0,15,1,NNP
"6,545,666","6,545,666",0,15,1,CD
portrait,portrait,0,15,1,NN
orientation,orientation,0,15,1,NN
easy,easy,0,15,1,JJ
view,view,0,15,1,VB
electronic,electronic,0,15,1,JJ
format,format,0,15,1,NN
image,image,0,15,1,NN
viewer,viewer,0,15,1,NN
printed,print,0,15,1,VBN
copy,copy,0,15,1,NN
text,text,0,15,2,NN
element,element,0,15,2,NN
numbers,number,0,15,2,NNS
figures,figure,0,15,2,NNS
figure,figure,0,15,2,NN
indicia,indicia,0,15,2,NN
patents,patent,0,15,2,NNS
orientated,orientate,0,15,2,VBN
horizontal,horizontal,0,15,2,JJ
manner,manner,0,15,2,NN
traditionally,traditionally,0,15,2,RB
text,text,0,15,2,NN
images,image,0,15,2,NNS
viewed,view,0,15,2,VBN
comprise,comprise,0,16,0,VBP
u.s.,u.s.,0,16,0,NNP
pat,pat,0,16,0,NNP
"6,545,666","6,545,666",0,16,0,CD
originally,originally,0,16,0,RB
landscape,landscape,0,16,0,NN
orientation,orientation,0,16,0,NN
scanned,scan,0,16,0,VBN
u.s.,u.s.,0,16,0,NNP
patent,patent,0,16,0,NNP
trademark,trademark,0,16,0,NNP
office,office,0,16,0,NNP
portrait,portrait,0,16,0,NN
orientation,orientation,0,16,0,NN
increasingly,increasingly,0,16,0,RB
difficult,difficult,0,16,0,JJ
view,view,0,16,0,VB
figures,figure,0,16,0,NNS
electronically,electronically,0,16,0,RB
print,print,0,16,0,NN
electronic,electronic,0,16,1,JJ
file,file,0,16,1,NN
image,image,0,16,1,NN
set,set,0,16,1,VBN
portrait,portrait,0,16,1,NN
position,position,0,16,1,NN
u.s.,u.s.,0,16,1,NNP
pat,pat,0,16,1,NNP
"6,545,666","6,545,666",0,17,0,CD
despite,despite,0,17,0,IN
original,original,0,17,0,JJ
landscape,landscape,0,17,0,NN
position,position,0,17,0,NN
ii,ii,0,18,0,FW
identifying,identify,0,18,1,VBG
figure,figure,0,18,1,NNP
preferably,preferably,0,19,0,RB
embodied,embody,0,19,0,VBN
software,software,0,20,0,NN
application,application,0,20,0,NN
installed,install,0,20,0,VBN
download,download,0,20,0,JJ
computer,computer,0,20,0,NN
embodied,embody,0,21,0,VBN
manners,manner,0,22,0,NNS
limited,limit,0,22,0,VBN
central,central,0,22,0,JJ
server,server,0,22,0,NN
acquires,acquire,0,23,0,VBZ
patent,patent,0,24,0,NN
image,image,0,24,0,NN
file,file,0,24,0,NN
pdf,pdf,0,24,0,NNP
tiff,tiff,0,24,0,NNP
file,file,0,24,0,NN
format,format,0,25,0,NN
original,original,0,25,1,JJ
patent,patent,0,25,1,NN
image,image,0,25,1,NN
file,file,0,25,1,NN
con,con,0,25,1,JJ
verted,vert,0,26,0,VBN
file,file,0,26,0,NN
fonnat,fonnat,0,26,0,NN
facilitate,facilitate,0,26,0,VB
efficient,efficient,0,26,0,JJ
ocr,ocr,0,26,0,NNP
"8,036,493","8,036,493",1,0,0,CD
bi,bi,1,0,0,NNP
detailed,detail,1,3,0,JJ
description,description,1,3,0,NN
a.,a.,1,4,0,NNP
introduction,introduction,1,4,0,NNP
description,description,1,5,0,NN
enable,enable,1,5,0,VB
person,person,1,5,0,NN
skilled,skilled,1,5,0,JJ
art,art,1,5,0,NN
provided,provide,1,5,0,VBN
context,context,1,5,0,NN
application,application,1,5,0,NN
requirements,requirement,1,5,0,NNS
modifications,modification,1,5,1,NNS
disclosed,disclose,1,5,1,VBN
embodiments,embodiment,1,5,1,NNS
will,will,1,5,1,MD
apparent,apparent,1,5,1,JJ
skilled,skilled,1,5,1,JJ
art,art,1,5,1,NN
general,general,1,5,1,JJ
principles,principle,1,5,1,NNS
defined,define,1,5,1,VBN
applied,apply,1,5,1,VBN
embodiments,embodiment,1,5,1,NNS
applications,application,1,5,1,NNS
departing,depart,1,5,1,VBG
spirit,spirit,1,5,1,NN
scope,scope,1,5,1,NN
intended,intend,1,5,2,VBN
limited,limit,1,5,2,VBN
embodiments,embodiment,1,5,2,NNS
accorded,accord,1,5,2,VBN
widest,wide,1,5,2,JJS
scope,scope,1,5,2,NN
consistent,consistent,1,5,2,JJ
principles,principle,1,5,2,NNS
features,feature,1,5,2,NNS
disclosed,disclose,1,5,2,VBD
operated,operate,1,5,3,VBN
computer,computer,1,5,3,NN
program,program,1,5,3,NN
installed,install,1,5,3,VBN
download,download,1,5,3,JJ
computer,computer,1,5,3,NN
website,website,1,5,3,JJ
system,system,1,5,3,NN
appreciated,appreciate,1,5,4,VBN
description,description,1,5,4,NN
downloading,download,1,5,4,VBG
searching,search,1,5,4,VBG
managing,manage,1,5,4,VBG
electronic,electronic,1,5,4,JJ
patent,patent,1,5,4,NN
files,file,1,5,4,NNS
utilized,utilize,1,5,4,VBN
downloading,download,1,5,4,NN
searching,search,1,5,4,VBG
managing,manage,1,5,4,VBG
electronic,electronic,1,5,4,JJ
trademark,trademark,1,5,4,NN
files,file,1,5,4,NNS
data,data,1,6,0,NN
structures,structure,1,6,0,NNS
code,code,1,6,0,NN
described,describe,1,6,0,VBN
detailed,detail,1,6,0,JJ
description,description,1,6,0,NN
typically,typically,1,6,0,RB
stored,store,1,6,0,VBN
computer,computer,1,6,0,NN
readable,readable,1,6,0,JJ
storage,storage,1,6,0,NN
medium,medium,1,6,0,NN
device,device,1,6,0,NN
medium,medium,1,6,0,NN
store,store,1,6,0,VB
code,code,1,6,0,NN
and/or,and/or,1,6,0,CC
data,data,1,6,0,NNS
computer,computer,1,6,0,NN
system,system,1,6,0,NN
includes,include,1,6,1,VBZ
limited,limit,1,6,1,JJ
magnetic,magnetic,1,6,1,JJ
optical,optical,1,6,1,JJ
storage,storage,1,6,1,NN
devices,device,1,6,1,NNS
disk,disk,1,6,1,NN
drives,drive,1,6,1,NNS
magnetic,magnetic,1,6,1,JJ
tape,tape,1,6,1,NN
cds,cd,1,6,1,NNS
compact,compact,1,6,1,JJ
discs,disc,1,6,1,NNS
dvds,dvd,1,6,1,NNS
digital,digital,1,6,1,JJ
video,video,1,6,1,NN
discs,disc,1,6,1,NNS
computer,computer,1,6,1,NN
instruction,instruction,1,6,1,NN
signals,signal,1,6,1,NNS
embodied,embody,1,6,1,VBN
transmission,transmission,1,6,1,NN
medium,medium,1,6,1,NN
carrier,carrier,1,6,1,NN
wave,wave,1,6,1,NN
signals,signal,1,6,1,NNS
modulated,modulate,1,6,1,VBN
example,example,1,6,2,NN
transmission,transmission,1,6,2,NN
medium,medium,1,6,2,NN
include,include,1,6,2,VB
communications,communications,1,6,2,NNS
network,network,1,6,2,NN
internet,internet,1,6,2,NNP
b.,b.,1,7,0,NNP
exemplary,exemplary,1,7,0,NNP
global,global,1,7,0,NNP
computer,computer,1,7,0,NNP
